movie_id,title,user_id,rating
1950,Lucky You,73,1
640,Catch Me If You Can,30,2
97630,Zero Dark Thirty,48,5
9767,The Break-Up,29,1
11631,Mamma Mia!,63,4
32856,Valentine's Day,47,2
6519,The Dukes of Hazzard,3,4
8741,The Thin Red Line,69,3
49520,The Change-Up,61,4
1850,Man on the Moon,57,1
524,Casino,49,3
26389,From Paris with Love,50,5
11817,Bulletproof Monk,50,1
2123,"Me, Myself & Irene",45,2
9907,Barnyard,43,2
9969,Deck the Halls,6,1
18239,The Twilight Saga: New Moon,97,4
808,Shrek,95,4
38050,The Adjustment Bureau,59,4
8367,Robin Hood: Prince of Thieves,65,3
9390,Jerry Maguire,77,4
72105,Ted,54,3
2898,As Good as It Gets,72,5
10312,Patch Adams,46,1
109443,Anchorman 2: The Legend Continues,42,3
2022,Mr. Deeds,86,2
37686,Super 8,100,5
462,Erin Brockovich,99,2
9919,How to Lose a Guy in 10 Days,21,2
187017,22 Jump Street,90,4
628,Interview with the Vampire,52,1
10201,Yes Man,36,5
302699,Central Intelligence,21,4
9441,Stepmom,88,1
274167,Daddy's Home,89,3
224141,Into the Woods,45,3
388,Inside Man,88,4
2112,Payback,92,4
10329,Congo,91,5
74465,We Bought a Zoo,78,5
13811,Knowing,5,4
6877,Failure to Launch,18,2
10320,The Ring Two,44,3
50646,"Crazy, Stupid, Love.",47,4
8920,Garfield,2,1
13673,Christmas with the Kranks,73,3
60308,Moneyball,77,1
6950,Outbreak,5,4
225574,Non-Stop,26,4
13836,Race to Witch Mountain,40,4
752,V for Vendetta,88,2
6038,Shanghai Knights,15,3
9975,Curious George,70,3
11451,Herbie Fully Loaded,27,4
12103,Don't Say a Word,8,1
60304,Hansel & Gretel: Witch Hunters,27,4
2251,Unfaithful,85,1
46529,I Am Number Four,65,4
231,Syriana,100,2
300671,13 Hours: The Secret Soldiers of Benghazi,68,1
228326,The Book of Life,34,4
9754,Firewall,37,1
66,Absolute Power,8,3
4421,G.I. Jane,74,5
2649,The Game,93,3
588,Silent Hill,4,1
10393,The Replacements,2,1
71552,American Reunion,90,5
9631,The Negotiator,31,2
216282,Into the Storm,83,1
306,Beverly Hills Cop III,73,4
928,Gremlins 2: The New Batch,19,3
205587,The Judge,92,4
6623,The Peacemaker,28,2
1577,Resident Evil: Apocalypse,15,1
9801,Bridget Jones: The Edge of Reason,64,3
2116,Out of Time,56,2
9624,On Deadly Ground,48,3
14199,The Adventures of Sharkboy and Lavagirl,95,4
1907,The Beach,58,2
4599,Raising Helen,74,2
22832,Ninja Assassin,45,1
10390,For Love of the Game,50,5
9879,Striptease,23,4
38579,Marmaduke,100,5
44603,Hereafter,91,3
11892,Murder by Numbers,90,2
9691,Assassins,9,2
1248,Hannibal Rising,57,3
12220,The Story of Us,23,5
72710,The Host,51,1
1255,The Host,51,1
10782,Basic,77,4
9573,Blood Work,65,4
4959,The International,19,1
10061,Escape from L.A.,24,5
10386,The Iron Giant,7,1
421,The Life Aquatic with Steve Zissou,2,1
316152,Free State of Jones,67,2
11615,The Life of David Gale,91,4
13498,Man of the House,14,2
241554,Run All Night,27,1
2252,Eastern Promises,51,3
11968,Into the Blue,60,2
10047,The Messenger: The Story of Joan of Arc,44,4
38319,Your Highness,42,5
69668,Dream House,18,3
9770,Mad City,49,3
11212,Baby's Day Out,32,1
10533,The Scarlet Letter,64,5
38363,Fair Game,1,2
9923,Domino,79,3
11863,Jade,100,5
18501,Gamer,7,2
109491,Beautiful Creatures,57,2
9275,Death to Smoochy,84,2
329833,Zoolander 2,36,1
12634,The Big Bounce,90,3
10416,What Planet Are You From?,8,5
47327,Drive Angry,50,4
15268,Street Fighter: The Legend of Chun-Li,37,2
10796,The One,87,5
9548,The Adventures of Ford Fairlane,60,2
18947,The Boat That Rocked,60,4
1900,Traffic,2,2
89,Indiana Jones and the Last Crusade,51,5
96724,Anna Karenina,76,5
198184,Chappie,97,4
9481,The Bone Collector,71,3
4547,Panic Room,8,3
53953,The Tooth Fairy,26,4
6415,Three Kings,55,4
181283,Child 44,44,2
9896,Rat Race,65,3
167,K-PAX,98,4
11232,Kate & Leopold,86,1
1636,Bedazzled,90,5
2148,The Cotton Club,25,2
5176,3:10 to Yuma,38,4
260346,Taken 3,37,5
1389,Out of Sight,4,4
9894,The Cable Guy,38,2
7504,Earth,28,3
8592,Dick Tracy,20,2
913,The Thomas Crown Affair,16,2
11091,Riding in Cars with Boys,57,5
1368,First Blood,94,1
593,Solaris,32,3
5393,Happily N'Ever After,52,3
9095,Mary Reilly,9,3
8874,My Best Friend's Wedding,25,4
11467,America's Sweethearts,26,2
320,Insomnia,41,5
199,Star Trek: First Contact,48,1
20533,Jonah Hex,92,2
10684,Courage Under Fire,48,1
1624,Liar Liar,80,5
325789,The Infiltrator,29,2
113464,Inchon,71,3
888,The Flintstones,57,1
82675,Taken 2,60,5
4256,Scary Movie 3,78,4
1493,Miss Congeniality,41,1
88751,Journey to the Center of the Earth,12,2
11130,The Princess Diaries 2: Royal Engagement,46,2
9944,The Pelican Brief,100,5
10731,The Client,77,5
7350,The Bucket List,64,5
9869,Patriot Games,3,2
4379,Monster-in-Law,24,2
146233,Prisoners,28,5
2034,Training Day,4,4
926,Galaxy Quest,69,4
4248,Scary Movie 2,37,5
64328,The Muppets,48,5
36647,Blade,7,1
7214,Coach Carter,15,4
1537,Changing Lanes,71,4
9360,Anaconda,50,2
6282,Coyote Ugly,33,2
508,Love Actually,88,3
9487,A Bug's Life,7,5
768,From Hell,40,5
2636,The Specialist,43,5
10478,Tin Cup,96,4
27983,"Yours, Mine and Ours",46,1
9981,Kicking & Screaming,76,1
7453,The Hitchhiker's Guide to the Galaxy,98,4
15045,Fat Albert,88,5
7737,Resident Evil: Extinction,43,5
232672,Blended,69,4
17379,Last Holiday,91,5
8987,The River Wild,71,5
11359,The Indian in the Cupboard,29,4
82525,Savages,96,3
9759,Cellular,18,2
9486,Johnny English,80,2
9906,The Ant Bully,53,5
841,Dune,49,2
4688,Across the Universe,23,1
4148,Revolutionary Road,14,2
2207,16 Blocks,75,1
9381,Babylon A.D.,89,5
9625,The Glimmer Man,38,3
9304,Multiplicity,90,5
20856,Aliens in the Attic,89,5
5955,The Pledge,2,3
9899,The Producers,96,4
9826,The Phantom,92,4
21355,All the Pretty Horses,15,1
10858,Nixon,41,3
11439,The Ghost Writer,6,4
9457,Deep Rising,14,4
12412,Miracle at St. Anna,16,1
1494,Curse of the Golden Flower,83,2
13184,Bangkok Dangerous,10,5
2185,Big Trouble,31,5
6639,Love in the Time of Cholera,74,2
38153,Shadow Conspiracy,73,2
58233,Johnny English Reborn,65,2
116977,Foodfight!,6,4
68734,Argo,55,3
5503,The Fugitive,4,4
27573,The Bounty Hunter,11,4
819,Sleepers,37,1
1369,Rambo: First Blood Part II,65,3
9623,The Juror,91,5
10895,Pinocchio,23,2
10935,Heaven's Gate,83,4
834,Underworld: Evolution,92,5
228066,Victor Frankenstein,21,2
711,Finding Forrester,85,5
10468,28 Days,64,3
10027,Unleashed,29,5
11812,The Sweetest Thing,82,1
37233,The Firm,69,3
37950,Charlie St. Cloud,55,2
27582,The Mechanic,56,5
64688,21 Jump Street,16,2
509,Notting Hill,7,3
7443,Chicken Run,50,2
5966,Along Came Polly,76,3
11066,Boomerang,2,2
136795,The Heat,40,1
8095,Cleopatra,82,1
87826,Here Comes the Boom,98,4
11560,High Crimes,58,4
25189,The Mirror Has Two Faces,48,3
2637,The Mothman Prophecies,20,2
18480,Brüno,41,4
709,Licence to Kill,16,4
49730,Red Riding Hood,15,1
2749,15 Minutes,73,2
9607,Super Mario Bros.,10,4
1830,Lord of War,35,5
79,Hero,100,1
54054,One for the Money,68,3
228967,The Interview,58,5
46528,The Warrior's Way,35,3
27936,Micmacs,52,3
65,8 Mile,68,2
280391,Why I Did (Not) Eat My Father,3,1
9476,A Knight's Tale,11,4
10610,The Medallion,9,2
745,The Sixth Sense,13,1
49527,Man on a Ledge,87,5
73937,The Big Year,66,5
1885,The Karate Kid,44,1
168672,American Hustle,97,1
18240,The Proposal,46,1
10398,Double Jeopardy,1,1
165,Back to the Future Part II,84,5
240832,Lucy,5,1
216015,Fifty Shades of Grey,96,3
12279,Spy Kids 3-D: Game Over,74,4
1645,A Time to Kill,61,3
11007,Cheaper by the Dozen,86,2
193756,Lone Survivor,57,4
11287,A League of Their Own,38,1
259693,The Conjuring 2,40,1
37799,The Social Network,13,4
10184,He's Just Not That Into You,13,1
4257,Scary Movie 4,11,5
4234,Scream 3,38,2
196,Back to the Future Part III,91,4
257091,Get Hard,9,3
6114,Dracula,94,3
24803,Julie & Julia,12,3
109410,42,90,1
1213,The Talented Mr. Ripley,94,3
100042,Dumb and Dumber To,94,1
9036,Eight Below,86,1
257211,The Intern,90,1
323675,Ride Along 2,24,2
9361,The Last of the Mohicans,31,4
1677,Ray,81,5
187,Sin City,37,5
7461,Vantage Point,35,4
16538,"I Love You, Man",61,3
9889,Shallow Hal,70,3
820,JFK,58,3
11565,Big Momma's House 2,98,5
6073,The Mexican,2,2
16996,17 Again,1,2
193610,The Other Woman,98,4
19912,The Final Destination,49,1
296098,Bridge of Spies,72,3
8007,Behind Enemy Lines,66,5
32823,Get Him to the Greek,96,5
4380,Shall We Dance?,79,3
11551,Small Soldiers,74,5
10336,Spawn,78,3
11362,The Count of Monte Cristo,80,1
50348,The Lincoln Lawyer,64,5
48138,Unknown,51,4
1124,The Prestige,73,1
227159,Horrible Bosses 2,59,4
68179,Escape from Planet Earth,76,2
1579,Apocalypto,60,1
708,The Living Daylights,86,4
34851,Predators,32,2
9930,Legal Eagles,25,2
1586,Secret Window,41,3
2044,The Lake House,48,2
9913,The Skeleton Key,14,4
71864,The Odd Life of Timothy Green,73,5
10761,Made of Honor,78,3
209451,Jersey Boys,38,5
11975,The Rainmaker,49,1
4970,Gothika,18,5
11831,Amistad,50,3
9096,Medicine Man,56,5
440,Aliens vs Predator: Requiem,84,2
11011,Ri¢hie Ri¢h,20,5
10641,Autumn in New York,8,5
11172,Music and Lyrics,60,1
39513,Paul,56,4
82687,The Guilt Trip,54,5
41446,Scream 4,78,3
8224,8MM,7,4
10537,The Doors,62,2
225886,Sex Tape,11,2
10385,Hanging Up,93,1
55779,Final Destination 5,22,4
10154,Mickey Blue Eyes,67,2
10647,Pay It Forward,6,4
11431,Fever Pitch,6,3
8457,Drillbit Taylor,71,3
188161,A Million Ways to Die in the West,97,5
8850,The Shadow,33,5
64685,Extremely Loud & Incredibly Close,65,1
38357,Morning Glory,39,3
10060,Get Rich or Die Tryin',16,3
11398,The Art of War,75,3
1833,Rent,34,5
10391,Bless the Child,4,5
8970,The Out-of-Towners,24,5
9306,The Island of Dr. Moreau,61,5
11370,The Musketeer,59,3
12184,The Other Boleyn Girl,30,2
1921,Sweet November,40,5
1683,The Reaping,57,5
203,Mean Streets,71,1
11858,Renaissance Man,63,4
62835,Colombiana,69,1
18937,Quest for Camelot,25,2
13536,City By The Sea,43,3
15556,At First Sight,73,2
10718,Torque,38,1
11062,City Hall,71,5
10802,Showgirls,32,1
1887,Marie Antoinette,10,5
6071,Kiss of Death,25,1
10461,Get Carter,5,3
80278,The Impossible,86,1
12704,Ishtar,75,5
10315,Fantastic Mr. Fox,29,3
16643,Life or Something Like It,73,2
2687,Memoirs of an Invisible Man,23,2
194,Amélie,72,2
11025,New York Minute,28,5
8849,Alfie,14,4
78698,Big Miracle,13,4
30943,The Deep End of the Ocean,89,4
9544,FearDotCom,24,2
24418,Cirque du Freak: The Vampire's Assistant,55,5
7288,Duplex,23,5
14655,Soul Men,86,5
24575,Raise the Titanic,98,2
10366,Universal Soldier: The Return,58,5
19898,Pandorum,75,4
4965,Impostor,36,5
15074,Extreme Ops,49,1
56715,Just Visiting,68,1
1272,Sunshine,5,1
72358,A Thousand Words,26,2
20542,Delgo,80,3
266396,The Gunman,12,4
9978,Stormbreaker,25,4
8271,Disturbia,66,4
10428,Hackers,15,2
5353,The Hunting Party,42,5
11934,The Hudsucker Proxy,56,1
14392,The Warlords,1,4
19495,Nomad: The Warrior,78,1
110415,Snowpiercer,14,1
77459,A Monster in Paris,27,3
26486,The Last Shot,72,2
9495,The Crow,97,5
256040,Baahubali: The Beginning,72,5
24420,The Time Traveler's Wife,24,4
1257,Because I Said So,45,3
62214,Frankenweenie,18,4
16320,Serenity,23,4
8842,Against the Ropes,96,4
9531,Superman III,71,5
64807,Grudge Match,60,2
12289,Red Cliff,91,4
11529,Sweet Home Alabama,44,3
20943,The Ugly Truth,7,1
9099,Sgt. Bilko,56,4
9488,Spy Kids 2: The Island of Lost Dreams,86,2
193,Star Trek: Generations,40,5
44865,The Grandmaster,33,5
55787,Water for Elephants,10,3
257932,Dragon Nest: Warriors' Dawn,64,4
10400,The Hurricane,76,4
1957,Enough,34,4
10833,Heartbreakers,31,1
256961,Paul Blart: Mall Cop 2,79,2
5852,Angel Eyes,72,4
12312,Joe Somebody,23,4
622,The Ninth Gate,74,1
11306,Extreme Measures,64,4
12508,Rock Star,82,4
25793,Precious,15,4
10534,White Squall,92,3
1091,The Thing,74,5
87421,Riddick,30,1
10871,Switchback,91,3
13503,Texas Rangers,16,1
13600,City of Ember,6,4
68722,The Master,16,2
14324,Virgin Territory,7,5
14325,The Express,2,4
299687,The 5th Wave,39,1
312221,Creed,34,4
23168,The Town,67,5
76494,What to Expect When You're Expecting,41,4
4944,Burn After Reading,23,1
10488,Nim's Island,19,3
96721,Rush,87,2
334,Magnolia,78,5
23742,Cop Out,39,2
259694,How to Be Single,77,2
62837,Dolphin Tale,72,4
8966,Twilight,37,5
8470,John Q,76,3
11001,Blue Streak,37,3
138832,We're the Millers,98,1
16911,The Inhabited Island,43,3
2163,Breakdown,69,5
36670,Never Say Never Again,6,2
23048,Hot Tub Time Machine,18,2
227735,Dolphin Tale 2,56,3
2155,Reindeer Games,29,4
8409,A Man Apart,70,1
222936,Aloha,23,3
31908,Ghosts of Mississippi,74,4
10219,Snow Falling on Cedars,24,4
48171,The Rite,28,1
782,Gattaca,41,2
75531,Isn't She Great,25,2
11802,Space Chimps,51,5
9776,Head of State,4,1
18785,The Hangover,51,2
365222,Ip Man 3,95,2
817,Austin Powers: The Spy Who Shagged Me,3,2
268,Batman,28,5
2661,Batman,28,5
45054,There Be Dragons,19,4
943,Lethal Weapon 3,47,5
22881,The Blind Side,9,5
10054,Spy Kids,8,3
51540,Horrible Bosses,44,4
44264,True Grit,63,3
350,The Devil Wears Prada,60,1
152,Star Trek: The Motion Picture,33,5
109431,Identity Thief,21,4
1598,Cape Fear,6,1
8065,21,94,5
271718,Trainwreck,28,5
11638,Guess Who,33,5
409,The English Patient,91,1
2118,L.A. Confidential,74,3
11459,Sky High,13,5
10806,In & Out,3,1
9348,Species,95,3
377,A Nightmare on Elm Street,86,1
8843,The Cell,37,3
9313,The Man in the Iron Mask,29,2
39486,Secretariat,79,4
1273,TMNT,99,1
13920,Radio,41,2
50544,Friends with Benefits,17,4
325133,Neighbors 2: Sorority Rising,13,5
140823,Saving Mr. Banks,77,1
1883,Malcolm X,32,1
89492,This Is 40,40,2
22949,Old Dogs,28,3
12437,Underworld: Rise of the Lycans,56,5
2959,License to Wed,80,5
9957,The Benchwarmers,26,5
11648,Must Love Dogs,33,3
9366,Donnie Brasco,55,1
1576,Resident Evil,71,4
609,Poltergeist,36,1
5516,The Ladykillers,37,3
13051,Max Payne,41,3
49530,In Time,73,2
34806,The Back-Up Plan,87,5
49022,Something Borrowed,35,3
11469,Black Knight,3,4
23479,The Bad News Bears,29,5
11667,Street Fighter,97,3
423,The Pianist,69,3
2447,The Nativity Story,42,3
10066,House of Wax,94,5
2288,Closer,22,2
88794,J. Edgar,20,1
13515,Mirrors,70,4
11979,Queen of the Damned,83,4
169,Predator 2,42,2
8090,Untraceable,81,3
11622,Blast from the Past,77,3
3604,Flash Gordon,49,1
9541,Jersey Girl,91,4
94348,Alex Cross,25,3
8197,Midnight in the Garden of Good and Evil,68,5
336004,Heist,94,4
35019,Nanny McPhee and the Big Bang,40,4
10410,Hoffa,57,5
8836,The X Files: I Want to Believe,73,3
14442,Ella Enchanted,22,2
321741,Concussion,99,4
59965,Abduction,89,3
14175,Valiant,18,1
11004,Wonder Boys,81,5
11918,Superhero Movie,8,2
98357,Broken City,67,5
10012,Cursed,52,1
49526,Premium Rush,27,5
268920,Hot Pursuit,24,2
9093,The Four Feathers,9,4
119283,Parker,50,2
11823,Wimbledon,82,1
35169,Furry Vengeance,44,3
118957,Bait,53,1
849,Krull,62,4
4515,Lions for Lambs,72,1
18886,Flight of the Intruder,56,5
6575,Walk Hard: The Dewey Cox Story,32,1
6440,The Shipping News,20,4
13496,American Outlaws,37,1
18320,The Young Victoria,63,3
22787,Whiteout,78,5
8967,The Tree of Life,99,3
37498,Knock Off,38,2
144336,Sabotage,8,3
9616,The Order,18,1
13056,Punisher: War Zone,97,4
14113,Zoom,48,5
285783,The Walk,10,2
49478,Warriors of Virtue,12,4
9726,A Good Year,95,5
20763,Radio Flyer,38,1
9702,Bound by Honor,15,1
9311,Smilla's Sense of Snow,5,1
9280,Femme Fatale,9,5
26843,Lion of the Desert,80,2
11876,The Horseman on the Roof,5,2
22267,Ride with the Devil,45,5
45958,Biutiful,43,5
1969,Bandidas,42,4
310706,Black Water Transit,53,5
198663,The Maze Runner,30,5
239573,Unfinished Business,7,3
10436,The Age of Innocence,89,5
1381,The Fountain,51,2
2162,Chill Factor,49,3
127493,Stolen,6,5
12429,Ponyo,7,2
228205,The Longest Ride,34,1
2900,The Astronaut's Wife,11,5
21311,I Dreamed of Africa,69,2
77875,Playing for Keeps,53,5
192136,Mandela: Long Walk to Freedom,10,5
18254,Reds,70,5
881,A Few Good Men,38,5
10877,Exit Wounds,43,2
9600,Big Momma's House,54,1
202575,Thunder and the House of Magic,80,4
71469,The Darkest Hour,2,2
85446,Step Up Revolution,82,2
326,Snakes on a Plane,70,1
10685,The Watcher,50,2
7220,The Punisher,35,5
9763,Goal!: The Dream Begins,40,2
72387,Safe,71,1
12596,Pushing Tin,9,5
1892,Return of the Jedi,5,3
13460,Doomsday,47,3
8055,The Reader,35,4
50647,Wanderlust,75,5
10719,Elf,11,5
9294,Phenomenon,27,2
11888,Snow Dogs,97,2
9647,Scrooged,24,1
9353,Nacho Libre,28,4
55721,Bridesmaids,11,4
109414,This Is the End,96,2
10307,Stigmata,13,4
11978,Men of Honor,34,1
22907,Takers,60,5
87567,The Big Wedding,36,2
38322,"Big Mommas: Like Father, Like Son",65,2
45612,Source Code,72,5
7305,Alive,5,2
3594,The Number 23,22,5
157841,The Young and Prodigious T.S. Spivet,7,3
11519,1941,9,2
12920,Dreamer: Inspired By a True Story,43,5
59,A History of Violence,19,4
9335,Transporter 2,71,2
12106,The Quick and the Dead,68,1
11141,Laws of Attraction,39,3
8649,Bringing Out the Dead,36,2
31867,Repo Men,65,1
10253,Dragon Wars: D-War,56,3
3587,Bogus,92,2
124459,The Incredible Burt Wonderstone,89,1
24662,Cats Don't Dance,49,1
32274,Cradle Will Rock,54,5
182,The Good German,57,1
5494,George and the Dragon,92,2
28,Apocalypse Now,39,2
38073,Going the Distance,34,5
2054,Mr. Holland's Opus,20,1
302156,Criminal,76,1
606,Out of Africa,59,1
87502,Flight,24,1
698,Moonraker,75,4
120467,The Grand Budapest Hotel,80,2
11313,Hearts in Atlantis,57,4
6488,Arachnophobia,37,5
10559,Frequency,48,1
296099,Vacation,95,2
8012,Get Shorty,60,2
1574,Chicago,86,4
9032,Big Daddy,72,4
2770,American Pie 2,51,4
862,Toy Story,86,4
1637,Speed,29,4
72570,The Vow,76,1
27569,Extraordinary Measures,80,3
10637,Remember the Titans,47,5
1669,The Hunt for Red October,48,5
132363,The Butler,17,2
9472,DodgeBall: A True Underdog Story,54,3
2907,The Addams Family,44,1
9273,Ace Ventura: When Nature Calls,93,5
9880,The Princess Diaries,93,3
2925,The First Wives Club,16,2
807,Se7en,10,2
17654,District 9,54,5
11836,The SpongeBob SquarePants Movie,93,2
322,Mystic River,23,2
70,Million Dollar Baby,15,5
9535,Analyze This,63,2
11036,The Notebook,42,1
6557,27 Dresses,6,1
18126,Hannah Montana: The Movie,39,5
16340,Rugrats in Paris: The Movie,89,2
10333,The Prince of Tides,100,5
4476,Legends of the Fall,16,1
22947,Up in the Air,10,5
2755,About Schmidt,2,2
82654,Warm Bodies,34,2
59967,Looper,91,2
16300,Down to Earth,2,4
9598,Babe,43,3
82696,Hope Springs,45,3
9870,Forgetting Sarah Marshall,72,2
8292,Four Brothers,14,3
8780,Baby Mama,12,4
9715,Hope Floats,45,3
10521,Bride Wars,98,3
10762,Without a Paddle,34,4
10096,13 Going on 30,65,1
59436,Midnight in Paris,26,4
227783,The Nut Job,3,3
4133,Blow,97,5
10207,Message in a Bottle,47,3
172,Star Trek V: The Final Frontier,59,5
21972,Like Mike,2,3
707,A View to a Kill,52,2
533,The Curse of the Were-Rabbit,56,4
6023,P.S. I Love You,74,4
6439,Racing Stripes,72,4
4347,Atonement,78,3
37056,Letters to Juliet,74,5
4105,Black Rain,79,3
76489,The Three Stooges,75,5
3933,Corpse Bride,91,5
9918,Glory Road,64,2
273481,Sicario,37,5
307081,Southpaw,88,4
16871,Drag Me to Hell,83,4
293863,The Age of Adaline,71,3
13156,Secondhand Lions,81,3
41233,Step Up 3D,18,5
9266,Blue Crush,77,4
1262,Stranger Than Fiction,98,2
4513,30 Days of Night,90,1
22970,The Cabin in the Woods,96,1
7278,Meet the Spartans,84,2
9013,Midnight Run,10,2
865,The Running Man,87,2
10776,Little Shop of Horrors,78,5
50456,Hanna,41,1
9823,Mortal Kombat: Annihilation,72,1
59861,Larry Crowne,4,3
133805,Carrie,90,1
12763,Take the Lead,12,1
9766,Gridiron Gang,53,3
14034,What's the Worst That Could Happen?,14,2
12244,9,5,5
109421,Side Effects,97,3
11137,The Prince & Me,100,3
51162,Winnie the Pooh,57,2
10152,Dumb and Dumberer: When Harry Met Lloyd,70,4
9452,Bulworth,19,1
239566,Get on Up,88,1
53113,One True Thing,61,1
9271,Virtuosity,32,4
4474,My Super Ex-Girlfriend,93,2
184346,Deliver Us from Evil,32,5
48340,Sanctum,63,4
14846,Little Black Book,6,1
72207,The Five-Year Engagement,25,1
16232,Mr. 3000,5,1
43539,The Next Three Days,24,3
9920,Ultraviolet,95,1
8978,Assault on Precinct 13,24,4
11702,The Replacement Killers,53,2
18550,Fled,23,2
8869,Eight Legged Freaks,89,2
43347,Love & Other Drugs,1,2
3489,88 Minutes,73,2
9701,North Country,68,3
2122,The Whole Ten Yards,95,2
37707,Splice,50,4
10658,Howard the Duck,52,4
13150,Pride and Glory,58,1
9042,The Cave,10,2
17813,Alex & Emma,67,1
11208,Wicker Park,43,2
58151,Fright Night,69,5
11400,The New World,87,3
10350,Wing Commander,4,3
28902,In Dreams,70,3
14164,Dragonball Evolution,40,2
76640,The Last Stand,4,3
11058,Godsend,94,1
14844,Chasing Liberty,25,3
57089,Hoodwinked Too! Hood VS. Evil,74,5
1947,An Unfinished Life,100,1
8054,The Imaginarium of Doctor Parnassus,35,5
46829,Barney's Version,57,3
146238,Runner Runner,40,4
9989,Antitrust,22,2
9665,Glory,20,1
311,Once Upon a Time in America,66,3
102362,Dead Man Down,7,4
11162,The Merchant of Venice,81,1
6016,The Good Thief,60,2
17186,Supercross,6,2
13967,Miss Potter,57,2
2008,The Promise,54,2
9053,DOA: Dead or Alive,50,5
4512,The Assassination of Jesse James by the Coward Robert Ford,54,1
76349,1911,44,4
31203,Little Nicholas,45,5
265208,Wild Card,73,2
45610,Machine Gun Preacher,70,4
50135,Animals United,69,5
1874,Goodbye Bafana,16,1
271331,United Passions,28,1
215211,Grace of Monaco,50,3
367961,Savva. Heart of the Warrior,9,1
10955,Ripley's Game,9,2
223702,Sausage Party,89,1
254470,Pitch Perfect 2,14,5
69,Walk the Line,67,2
4967,Keeping the Faith,55,1
9449,The Borrowers,6,1
11499,Frost/Nixon,66,3
4912,Confessions of a Dangerous Mind,4,2
12771,Serving Sara,29,5
323676,The Boss,96,2
12506,Cry Freedom,36,2
24071,Mumford,21,5
11249,Seed of Chucky,57,2
9667,The Jacket,98,5
812,Aladdin,13,2
277216,Straight Outta Compton,30,5
87,Indiana Jones and the Temple of Doom,12,2
14444,The Rugrats Movie,45,2
2043,Along Came a Spider,17,3
315664,Florence Foster Jenkins,7,5
1428,Once Upon a Time in Mexico,54,3
562,Die Hard,69,5
15373,Role Models,65,2
318846,The Big Short,33,1
26320,Taking Woodstock,26,5
14292,Miracle,50,5
924,Dawn of the Dead,54,2
2018,The Wedding Planner,76,2
192577,Space Pirate Captain Harlock,84,4
9428,The Royal Tenenbaums,32,2
2832,Identity,72,2
137093,Last Vegas,91,3
699,For Your Eyes Only,12,3
9778,Serendipity,30,3
8831,Timecop,58,1
9398,Zoolander,96,3
112949,Safe Haven,48,5
10439,Hocus Pocus,32,5
3638,No Reservations,74,2
23483,Kick-Ass,16,3
62206,30 Minutes or Less,93,2
10577,Dracula 2000,35,3
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",37,2
4348,Pride & Prejudice,6,4
78,Blade Runner,2,5
11780,Rob Roy,50,4
192102,3 Days to Kill,16,1
2001,We Own the Night,62,2
10383,Lost Souls,91,5
11516,Winged Migration,77,3
10025,Just My Luck,22,1
15198,"Mystery, Alaska",44,3
23172,The Spy Next Door,63,5
17834,A Simple Wish,45,1
10016,Ghosts of Mars,77,5
10317,Our Brand Is Crisis,26,2
58431,Pride and Prejudice and Zombies,15,3
9746,Kundun,81,1
13092,How to Lose Friends & Alienate People,45,3
59859,Kick-Ass 2,35,3
13495,Alatriste,63,2
254473,Brick Mansions,89,3
700,Octopussy,63,2
4964,Knocked Up,86,5
10024,My Sister's Keeper,91,2
13490,Welcome Home Roscoe Jenkins,64,1
15927,A Passage to India,19,4
1259,Notes on a Scandal,88,2
5125,Rendition,33,5
174,Star Trek VI: The Undiscovered Country,98,4
9583,Divine Secrets of the Ya-Ya Sisterhood,77,1
9437,Kiss the Girls,61,4
525,The Blues Brothers,49,1
10188,The Sisterhood of the Traveling Pants 2,64,2
63574,Joyful Noise,84,3
245,About a Boy,6,1
9825,Lake Placid,19,5
186,Lucky Number Slevin,47,1
9549,The Right Stuff,59,3
61891,Anonymous,38,5
34584,The NeverEnding Story,6,3
2666,Dark City,35,3
12783,The Duchess,84,4
13155,Return to Oz,24,3
42807,The Newton Boys,53,4
28355,Case 39,13,2
8080,Suspect Zero,55,3
5126,Martian Child,61,3
56288,Spy Kids: All the Time in the World,87,5
303858,Money Monster,52,5
1613,The 51st State,84,2
31582,Flawless,100,1
16617,Mindhunters,85,4
8944,What Just Happened,38,3
41488,The Statement,54,2
37028,The Magic Flute,42,2
14560,Paul Blart: Mall Cop,12,1
10330,Freaky Friday,96,2
6957,The 40 Year Old Virgin,1,5
1934,Shakespeare in Love,82,2
169917,A Walk Among the Tombstones,23,5
951,Kindergarten Cop,83,1
10189,Pineapple Express,60,4
9454,Ever After: A Cinderella Story,92,5
2055,Open Range,88,1
1551,Flatliners,92,4
5902,A Bridge Too Far,31,3
11460,Red Eye,26,3
9358,Final Destination 2,78,1
134,"O Brother, Where Art Thou?",68,3
22894,Legion,75,3
134374,Pain & Gain,98,4
1901,In Good Company,47,1
15028,Clockstoppers,23,3
11509,Silverado,25,4
7445,Brothers,4,5
17047,Agent Cody Banks 2: Destination London,86,4
62838,New Year's Eve,9,3
2057,Original Sin,79,3
70436,The Raven,88,2
16784,Welcome to Mooseport,40,2
8011,Highlander: The Final Dimension,18,5
31640,Blood and Wine,72,4
9092,Snow White: A Tale of Terror,39,3
2779,The Curse of the Jade Scorpion,74,4
316002,Accidental Love,17,4
